number,year,island,year.island,population,year_pop,npop,mericarp,length,width,depth,longest_spine,spine_tip_distance,lower_spine,spine_position,eaten,eaten_insects,seed_position_1,seed_position_2,seed_position_3,seed_position_4,seed_position_5,seed_position_6,germinated,germinated_position_1,germinated_position_2,germinated_position_3,germinated_position_4,germinated_position_5,germinated_position_6,total_seed_mericarp,mericarp_notes,spine_notes,measurer,mass,hardness,PC1,PC2,PC3
1675,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,2,7.6,3.98,5.34,6.21,11.47,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.701341375,-0.073376428,0.147444245
1676,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,3,5.55,3.37,5.13,5.24,8.28,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.019185875,-0.3032703,0.499944758
1677,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,4,6.33,4.85,6.09,5.6,9,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.230494854,-1.377818011,1.38211462
1678,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,5,6.21,3.78,5.31,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,0.661993911,-3.842063945,-1.040435014
1679,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,6,6.32,4.19,5.31,5.39,9.52,0,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.122163109,-0.824798266,0.792067207
1680,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,7,6.13,3.75,5.18,5.55,9.91,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.658811402,-0.373064713,0.581754244
1681,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,8,5.94,3.32,5,0,NA,1,NA,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,NO UPPER SPINES,Daniel,NA,NA,1.338632101,-3.438420102,-1.266961517
1682,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,9,7.06,3.78,5.48,0,NA,1,NA,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,NO UPPER SPINES,Daniel,NA,NA,0.20964744,-3.819839817,-1.512374096
1683,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,10,6.61,4.43,6.46,6.39,11.25,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.478751862,-0.633087041,1.104070525
1684,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,11,5.35,3.76,4.9,3.66,7.78,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.332893747,-1.538272482,0.479371244
1685,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,12,5.54,3.64,5.61,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,0.828128317,-3.851126292,-0.789345298
1686,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,13,7.84,4.56,6.64,6.2,11.82,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.138482986,-0.802654548,0.474432049
1687,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,14,8.41,6.06,6.48,4.96,11.91,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.088586727,-2.63916708,1.041474723
1688,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,15,8.94,4.85,6.91,7.65,15.06,1,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.365924009,-0.11338019,0.520695646
1689,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,16,6.77,4.05,6.43,5.95,10.98,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-2.1104438,-0.594962884,0.575478491
1690,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,17,5.48,4.42,5.4,5.26,10.28,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.996843626,-1.16186668,1.407558258
1691,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,20,5.58,2.99,4.87,3.07,5.86,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,1.015535586,-1.288828291,-0.453027854
1692,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,22,5.2,3.05,4.87,3.87,5.26,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.907700528,-0.86875056,0.037320785
1693,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,23,6.76,4.19,6.02,4.04,9.8,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.428383313,-1.787313139,0.150603167
1694,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,25,8,5.14,6.03,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,-1.594277659,-4.919620442,-0.916448594
1695,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,27,6.47,3.73,4.73,3.97,9.04,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.050318974,-1.205160208,-0.072922274
1696,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,29,6.32,3.14,4.73,4.93,9.57,1,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.21279903,-0.171951195,-0.19994916
1697,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,30,5.18,3.28,4.49,4.64,7.96,0,50,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.795766155,-0.485100131,0.465024012
1698,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,31,9.22,5.36,7.09,6.36,10.68,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.655168103,-1.32043806,0.412415553
1699,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,32,7.48,4.27,5.21,5.46,8.62,1,20,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.591288353,-0.737014998,0.238335075
1700,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,33,6.93,4.3,5.26,4.38,8.93,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.146951483,-1.476737339,0.254913785
1701,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,34,6.56,4.13,5.1,6.54,12.25,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.329243085,-0.004724305,0.944258719
1702,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,35,5.17,2.87,5.29,3.87,7.29,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,0.769764883,-0.82861272,-0.099842148
1703,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,36,5.95,4.18,4.9,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO UPPER SPINES,Daniel,NA,NA,0.736866198,-4.07381492,-0.561548344
1704,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,37,5.36,3.14,4.81,6.8,4.66,0,40,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.042653585,0.894075627,0.869170008
1705,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,38,6.22,3.55,5.91,6.02,11.91,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.166186726,-0.089772821,0.493506928
1706,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,39,5.96,3.48,5.27,5.62,11.82,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.462922736,-0.155719984,0.471986828
1707,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,40,6.26,4.32,5.08,4.13,7.84,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.70821603,-1.65325671,0.571865022
1708,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,41,5.03,2.9,4.57,5.6,9.46,1,30,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.840977193,0.369007565,0.510305348
1709,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,42,8.45,4.31,5.85,5.38,10.71,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.424606085,-0.893162664,-0.2958256
1710,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,43,5.97,3.33,5.17,4.56,7.85,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.001864423,-0.670917464,0.038114222
1711,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,44,7.77,4.06,5.56,6.37,10.66,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.024192069,-0.073910244,0.162929304
1712,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,45,8.66,5.03,6.4,7.1,13.62,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.898531178,-0.494381231,0.671655229
1713,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,46,5.18,3.91,5.36,4.42,8.52,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.233842372,-1.30148163,0.910676448
1714,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,47,5.94,3.84,4.58,2.86,7.81,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.469797532,-1.977706425,-0.007556734
1715,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,48,7.18,4.96,5.97,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,-1.089992235,-4.826832059,-0.610996795
1716,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,49,9.96,6.95,7.09,4.76,8.76,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-5.757268236,-3.472120518,0.853924429
1717,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,50,6.14,3.66,5.19,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,0.865291162,-3.727826027,-1.099284453
1718,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,51,8.07,5.99,7.42,4.41,11.37,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.402530933,-3.163038902,1.001327459
1719,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,52,6.58,5.69,6.51,5.94,11.33,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.35936532,-1.889424217,2.030008887
1720,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,53,7.42,5.01,6.2,5.55,10.05,1,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.847007017,-1.478143816,0.895873148
1721,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,55,5.02,3.66,4.94,4.12,7.16,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.391580988,-1.210780808,0.71146317
1722,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,56,5.17,3.62,4.99,3.71,8.89,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.43722529,-1.433574363,0.476641992
1723,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,57,7.01,3.81,5.3,5.87,10.66,1,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.219540494,-0.185962169,0.235682919
1724,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,58,7.36,4.51,5.28,0,NA,0,NA,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,-0.336831428,-4.312084558,-1.073298605
1725,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,59,5.27,3.19,4.18,3.55,6.69,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,1.331332914,-1.011221517,0.030392737
1726,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,60,4.98,3.38,4.96,3.01,5.99,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.903680055,-1.688113611,0.182036246
1727,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,61,5.97,3.25,5.05,0,NA,1,NA,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,1.346624899,-3.394023121,-1.341929696
1728,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,62,7.14,4.76,5.88,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,-0.857173094,-4.655982633,-0.752818996
1729,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,63,7.53,3.51,5.14,6.44,10.7,1,50,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,,,Daniel,NA,NA,-1.232322212,0.469040907,-0.132893703
1730,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,64,6.64,4.81,6.07,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,-0.829611085,-4.773383325,-0.437538613
1731,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,65,8.11,5.2,6.23,5.67,11.73,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.318786297,-1.507089402,0.705520896
1732,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,66,6.2,3.43,5.23,5.2,11.36,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.380387418,-0.350077998,0.177396314
1733,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,68,5.69,3.76,5.24,6.01,11.82,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-0.655792554,-0.14228576,0.965176147
1734,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,69,5.98,3.74,5.11,5.52,10.13,1,40,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.535759955,-0.378717057,0.64862611
1735,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,70,5.97,3.98,5.77,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,0.284739221,-4.117216613,-0.748427895
1736,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,71,6.22,4.38,5.68,4.88,8.67,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.350250338,-1.376233654,0.852423041
1737,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,73,5.75,3.7,5.05,5.24,8.82,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.29878892,-0.523547171,0.662714286
1738,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,74,8.21,4.67,6.15,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,-1.395400755,-4.571802945,-1.421871874
1739,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,76,5.95,3.68,4.91,5.06,7.77,0,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.218209454,-0.573005547,0.485466883
1740,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,77,7.57,4.44,6.09,4.94,10.58,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.227473831,-1.381780578,0.167961832
1741,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,78,5.18,3.45,4.69,5.4,10.37,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.325573518,-0.192255701,0.82208822
1742,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,79,5.03,2.95,4.48,5.46,11.93,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.9011695,0.264865368,0.512293499
1743,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,80,5.72,3.57,5.66,5.4,10.18,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.648604141,-0.466314511,0.610617637
1744,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,81,7.55,3.53,4.87,6.54,10.12,1,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,,,Daniel,NA,NA,-1.096128929,0.578279846,-0.095250154
1745,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,82,7.43,4.68,5.7,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,-0.785541182,-4.532926733,-0.97690389
1746,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,83,8.17,4.83,5.35,3.81,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINE,Daniel,NA,NA,-1.958409512,-2.165863075,-0.158669319
1747,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,84,8.07,5.05,6.3,4.55,7.91,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.939270101,-2.1015689,0.279870174
1748,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,85,5.04,2.83,4.5,4.17,8.22,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,1.317028911,-0.442454166,0.035338785
1749,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,86,4.91,3.11,3.73,3.88,7.12,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,1.758195934,-0.66980899,0.264138288
1750,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,87,6.55,4.48,6,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,-0.49006734,-4.511073196,-0.659251843
1751,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,88,8.78,5.96,6.89,4.24,8.84,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.249339973,-3.073327606,0.541644142
1752,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,90,6.31,4.37,5.66,4.75,10.16,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.329898576,-1.437726695,0.757167801
1753,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,91,5.43,3.17,4.59,5.98,11.69,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,0.359806401,0.420578234,0.621398993
1754,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,92,7.37,3.98,5.23,4.75,8.98,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.149425896,-0.965062156,-0.145256293
1755,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,93,5.43,3.8,4.94,6.87,12.41,0,40,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.604640512,0.407009708,1.393716537
1756,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,94,6,3.71,5.35,5.04,9.63,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.558994506,-0.704907411,0.47136609
1757,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,96,5.38,2.28,4.49,5.48,10.36,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,1.270369432,0.813319518,-0.228428496
1758,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,97,5.17,2.63,4.53,3.49,6.59,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,1.579654455,-0.706029427,-0.398109419
1759,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,98,5.96,3.75,5.21,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,0.852735916,-3.814233453,-0.925767032
1760,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,99,7.67,5.16,6.81,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NO SPINES,Daniel,NA,NA,-2.016920157,-5.136170119,-0.7272009
1761,2018,Isabela,2018_Isabela,AP,2018_Isabela_AP,4,100,6.17,4.05,5.68,6.19,10.36,1,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-1.420532648,-0.31924087,0.985653979
1762,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,1,5.78,2.61,4.42,5.16,11.35,1,60,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,MOON SHAPE,,Daniel,NA,NA,0.989474874,0.407788224,-0.268648425
1763,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,2,6.86,2.96,5.62,5.54,8.61,0,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-0.634736157,0.178172214,-0.482020541
1764,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,3,5.15,1.67,3.76,4.1,4.7,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,2.701138938,0.579453432,-0.993762342
1765,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,4,10.74,4.63,7.75,6.24,12.96,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-5.111691825,-0.876455231,-1.072972791
1766,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,5,8.28,3.96,6.61,6.45,11.94,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-2.892211324,-0.150453655,-0.191422461
1767,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,6,8.24,4.44,6.55,5.93,13.86,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-3.069943048,-0.828041033,0.077528761
1768,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,7,8,3.16,5.62,6.26,10.39,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,MISSING SPINE,Daniel,NA,NA,-1.429481196,0.550612523,-0.739390318
1769,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,8,8.67,4.59,7.36,7.64,16.38,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,CLIPPED SPINE,Daniel,NA,NA,-4.365208405,-0.042149851,0.446916156
1770,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,9,8.98,5.33,7.23,7.68,13.93,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-4.982161915,-0.532611076,0.899388949
1771,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,10,9.68,5.41,7.55,7.25,15.59,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-5.42717481,-0.881718076,0.450471684
1772,2018,Floreana,2018_Floreana,CC,2018_Floreana_CC,2,11,9.58,4.94,8.07,6.69,15.29,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,Daniel,NA,NA,-5.233730039,-0.992482294,-0.050110051
