number,year,island,year.island,population,year_pop,npop,mericarp,length,width,depth,longest_spine,spine_tip_distance,lower_spine,spine_position,eaten,eaten_insects,seed_position_1,seed_position_2,seed_position_3,seed_position_4,seed_position_5,seed_position_6,germinated,germinated_position_1,germinated_position_2,germinated_position_3,germinated_position_4,germinated_position_5,germinated_position_6,total_seed_mericarp,mericarp_notes,spine_notes,measurer,mass,hardness,PC1,PC2,PC3
4255,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,43,6.22,3.18,4.03,6.87,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.191267419,1.145808569,0.456675902
4256,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,44,2.26,2.76,4.06,6.44,NA,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,2.171564728,0.91177281,2.174524709
4257,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,45,5.64,2.99,4.44,6.33,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.427451863,0.82349533,0.459609868
4258,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,46,5.87,2.73,3.78,5.03,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,1.336123421,0.38784546,-0.248942482
4259,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,47,4.14,1.84,2.72,3.76,NA,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,3.773844051,0.403934763,-0.380402876
4260,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,49,6.42,2.21,4.72,4.88,NA,0,40,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.914418613,0.519169898,-1.036992458
4261,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,50,5.15,2.72,3.81,4.11,NA,0,50,0,NA,1,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,all seeds eaten,,DANIEL,NA,NA,1.850056498,-0.230206774,-0.125000471
4262,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,51,6.28,2.98,4.57,5.73,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.251632348,0.477472268,-0.077103271
4263,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,52,6.6,3.46,5.01,5.99,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.618417748,0.192811138,0.211687468
4264,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,53,8.46,3.29,5,5.05,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.965178801,-0.120956667,-1.227763941
4265,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,54,6.51,2.93,5.13,6.24,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.320703287,0.719244603,-0.105304095
4266,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,55,5.95,3.02,4.78,5.51,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.264199695,0.239712037,0.072242712
4267,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,56,5.92,2.5,4.44,5.78,NA,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.84208178,0.879839609,-0.258192837
4268,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,57,5.23,2.14,3.45,6.22,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,1.959097143,1.602878583,-0.034683743
4269,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,58,6.59,3.13,4.66,5.06,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.127961313,-0.048842239,-0.319071809
4270,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,59,5.82,2.04,3.68,4.29,NA,0,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,2.154997112,0.479374411,-1.0029605
4271,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,60,4.8,1.78,3.69,2.37,NA,0,50,1,NA,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,3,all seeds eaten,,DANIEL,NA,NA,3.258831596,-0.580698114,-1.207745359
4272,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,61,5.91,2.58,4.09,5.91,NA,0,40,0,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4 seeds total,,DANIEL,NA,NA,0.990779907,0.977670804,-0.144807127
4273,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,62,5.7,2.7,4.46,4.79,NA,1,40,1,NA,1,0,0,0,0,0,1,0,1,0,0,0,0,4,"2 and 3 seeds germinanted, 4 seeds total",,DANIEL,NA,NA,1.021379961,0.095851815,-0.257394332
4274,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,63,5.86,3.02,4.17,6.43,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.477011702,0.939408435,0.394956801
4275,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,64,7.2,2.14,4.31,5.7,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.726997046,1.227663362,-1.28425936
4276,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,65,7.28,2.51,4.88,6.35,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.155625526,1.220954731,-0.842685271
4277,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,66,5.67,2.6,4.69,6.03,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.624952062,0.88254309,0.031542138
4278,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,67,6.39,2.5,4.63,4.75,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.797745832,0.23517065,-0.817480751
4279,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,68,7.01,3.01,5.16,7.06,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.81706469,1.192578281,-0.079468054
4280,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,69,5.94,2.46,4.38,4.81,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,1.162606956,0.32747195,-0.58134856
4281,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,70,6.51,3.12,4.95,4.19,NA,0,50,0,NA,2,NA,3,4,NA,NA,1,0,0,1,0,0,0,4,4 seeds total,,DANIEL,NA,NA,0.197178188,-0.649381666,-0.537682936
4282,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,71,7.8,3.77,5.8,6.22,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-1.936926412,0.003291087,-0.139217668
4283,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,72,6.58,3.56,5.34,5.64,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.822971445,-0.176174741,0.200206432
4284,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,73,7.88,3.77,5.98,7,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-2.298384039,0.448998185,0.039354617
4285,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,74,6.94,3.18,4.76,6.66,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.540115466,0.901739164,-0.010926517
4286,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,75,6.17,2.94,4.32,4.82,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.738469294,-0.003962189,-0.308739047
4287,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,76,6.17,2.35,4.15,5.1,NA,1,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,1.239044017,0.659409434,-0.712744465
4288,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,77,5.89,2.72,4.5,5.7,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.663150762,0.646151416,-0.083881313
4289,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,78,5.7,2.83,4.7,6.43,NA,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.322329258,0.952847154,0.320035647
4290,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,79,6.55,2.89,4.81,6.77,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.224959191,1.152408035,-0.003559663
4291,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,80,6.88,3.15,5.14,6.69,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.762871167,0.85241065,0.001428303
4292,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,81,7.21,3.27,5.56,6,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-1.093208894,0.263054531,-0.286210061
4293,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,82,6.62,2.19,4.16,4.02,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,1.463824392,0.146037009,-1.405209624
4294,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,83,5.32,2.9,4.31,4.15,NA,1,40,0,NA,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,4,4 seeds total,,DANIEL,NA,NA,1.288487275,-0.445091026,-0.065079369
4295,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,84,7.33,3.28,5.1,6.49,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.960782494,0.670853313,-0.197228712
4296,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,85,6.79,2.7,4.02,5.18,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.791608268,0.514625695,-0.741924502
4297,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,86,6.79,2.74,4.66,5.63,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.200947143,0.615750978,-0.58702332
4298,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,87,6.5,2.16,4.15,4.03,NA,1,50,1,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,1.538658607,0.16886241,-1.36062851
4299,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,88,6.48,2.86,4.33,5.09,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.600056188,0.243755382,-0.468340451
4300,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,89,6.62,2.91,4.73,5.66,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.080067176,0.47588463,-0.344979302
4301,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,90,6.76,2.8,5.66,6.64,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.78920359,0.962744684,-0.241940777
4302,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,91,6.83,3.57,5.1,6.86,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-1.086076674,0.640978483,0.425202826
4303,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,92,5.1,2.43,4.11,3.67,NA,1,30,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,2.004102557,-0.351214384,-0.467333079
4304,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,93,7.66,3.83,5.25,6.57,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-1.641762333,0.288311482,0.095465484
4305,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,94,7.87,3.25,5.16,6.46,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-1.18391449,0.700385727,-0.529865924
4306,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,95,7.75,3.72,5.53,6.71,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-1.821815477,0.401617819,-0.008137536
4307,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,96,6.57,2.83,4.58,6.32,NA,1,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.090896169,0.974699214,-0.191099592
4308,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,97,4.89,1.57,2.19,2.63,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,4.350749795,0.088445813,-1.337202139
4309,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,98,6.23,2.5,3.85,7.03,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.796237143,1.807133322,-0.06162293
4310,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,99,5,2.17,3.63,5.6,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,2.066238775,1.14013551,-0.063888708
4311,2019,Santa.Cruz,2019_Santa.Cruz,ITC2,2019_Santa.Cruz_ITC2,6,100,7.05,3.14,5.02,7.03,NA,1,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.829265214,1.109221646,-0.001217678
4312,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,1,5.35,2.89,4.61,5.3,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,NA,,clipped,DANIEL,NA,NA,0.77416451,0.205518169,0.23813231
4313,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,2,7.5,4.32,5.62,6.79,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-2.271472082,-0.047144391,0.647153675
4314,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,3,5.24,2.66,4.35,3.14,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,1.745176955,-0.898829128,-0.510785937
4315,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,4,7.11,3.17,5.52,6.32,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-1.033168971,0.538920114,-0.220646905
4316,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,5,5.91,2.52,4.44,5.4,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.930838556,0.629490473,-0.345786673
4317,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,6,5.32,3.05,4.05,4.68,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,clipped,DANIEL,NA,NA,1.211382097,-0.174020124,0.214826147
4318,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,7,7.35,3.33,5.03,3.36,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.132914673,-1.280055312,-1.069126569
4319,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,8,7.22,3.37,4.9,5.22,NA,0,50,1,NA,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,4,,,DANIEL,NA,NA,-0.514130722,-0.14353934,-0.426059583
4320,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,9,7.97,3.74,4.89,6.45,NA,0,40,0,1,1,NA,3,4,NA,NA,0,NA,NA,NA,NA,NA,NA,4,,,DANIEL,NA,NA,-1.414596591,0.387448244,-0.180315508
4321,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,10,6.08,4.48,5.41,5.03,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-1.226170986,-1.308923846,1.058949003
4322,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,11,4.92,2.23,4.23,3.35,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,2.231960937,-0.435521403,-0.626689138
4323,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,12,6.03,4.36,4.26,6.07,NA,0,60,1,NA,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,4,,,DANIEL,NA,NA,-0.595814731,-0.317496069,1.301833493
4324,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,13,6.54,3.28,4.48,5.45,NA,0,40,1,NA,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,clipped,DANIEL,NA,NA,0.052428661,0.114107532,-0.052908625
4325,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,14,5.61,3.13,5.08,6.97,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.279059734,0.963011446,0.768429848
4326,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,15,4.13,2.8,3.37,4.07,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,2.503978006,-0.289103508,0.498729235
4327,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,16,3.99,1.98,3.52,2.75,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,3.440036596,-0.51897281,-0.483243162
4328,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,17,5.77,3.42,4.75,4.18,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,clipped,DANIEL,NA,NA,0.396873427,-0.892898507,0.118511365
4329,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,18,5.09,3.49,4.52,4.41,NA,0,40,1,NA,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.708515911,-0.801088518,0.621346111
4330,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,19,5.96,3.73,4.9,4.01,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,0.023165995,-1.255753518,0.218411164
4331,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,20,3.92,2.36,4.11,5.01,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,2.170016319,0.444085286,0.513715188
4332,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,21,5.38,2.78,4.28,5.37,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,1.0564447,0.41023299,0.155056515
4333,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,22,4.53,2.99,4.12,5.22,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,1.378701683,0.132352969,0.75689758
4334,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,23,7.45,4.25,4.92,4.14,NA,0,50,1,NA,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,5,,,DANIEL,NA,NA,-1.015717895,-1.471739407,-0.138800725
4335,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,24,6.14,3.7,5.12,7.06,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-0.981293465,0.61069085,0.97132737
4336,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,25,6.48,3.25,4.98,4.73,NA,0,50,1,NA,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,4,,,DANIEL,NA,NA,-0.054992201,-0.424993171,-0.258407448
4337,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,26,4.43,2.24,3.59,2.3,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,3.135514759,-0.980038134,-0.642577278
4338,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,27,3.8,2.13,3.26,3.07,NA,0,50,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,3.493307038,-0.391007563,-0.158898908
4339,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,28,6.06,3.86,5.8,5.21,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,-1.053799369,-0.813150647,0.605455115
4340,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,29,5.47,2.88,3.2,2.9,NA,0,40,1,NA,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,2.339430116,-0.937071512,-0.511356662
4341,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,30,6.19,3.81,3.84,3.76,NA,0,40,1,NA,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,4,,,DANIEL,NA,NA,0.666597354,-1.213392061,0.098307756
4342,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,31,6.59,3.15,3.67,5.23,NA,0,50,1,NA,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,4,,,DANIEL,NA,NA,0.749524513,0.266039282,-0.241259609
4343,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,32,4.58,3.15,4.14,4.59,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,1.38748236,-0.379658855,0.679301789
4344,2019,San.Cristobal,2019_San.Cristobal,LB2,2019_San.Cristobal_LB2,2,33,4.22,2.16,3.19,6.06,NA,0,40,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,,DANIEL,NA,NA,2.563277799,1.475695843,0.497155832
