"","year","island","year.island","population","year_pop","npop","length","width","depth","longest_spine","lower_spine","spine_position","PC1","PC2","PC3","PC4","PC5","PC6"
"4995",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.40081942536306,0.441149651655482,-0.225234586188586,-0.704084670126748,0.931116443758013,-2.19914439877858,1.04057128210109,0.307841666297468,2.4924341821933,0.762048529215235,0.409070053285039,0.251160124308302
"4997",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.38638182154922,-0.917624781995,-0.663636700409233,-0.488793077409086,0.931116443758013,-2.19914439877858,1.71472304592516,0.88177288881998,2.25313381912901,-0.343280451452089,0.0701210911966448,0.432308329416002
"4998",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.3791630196423,-0.125006362365552,-0.616241877250244,-0.673809289900827,0.931116443758013,-2.19914439877858,1.48831454522915,0.500171853686446,2.36537955859401,0.363871742210656,0.200036130263044,0.164652512784837
"4999",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.45856984061843,0.0367524987833149,-0.580695759881002,-0.347507969688121,0.931116443758013,-2.19914439877858,1.12528352200524,0.839716151447782,2.50092216220681,-0.0468460590130292,0.676120444058737,0.0811025589143776
"5000",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-2.21654404084506,0.214687246047068,-1.38640775358381,-0.993382747841105,0.931116443758013,-3.28492968273589,2.62892788485843,0.0154021898195828,3.52125602181266,0.907187908500543,0.379074753156383,-0.204769677457988
"5002",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.35750661392154,-0.642634718041926,-0.722880229357969,-0.744451843761309,0.931116443758013,-2.19914439877858,1.84677106702637,0.533666492965499,2.23251514648871,0.186256870236269,-0.10671225071635,0.310213379028154
"5003",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.808877668995599,1.46023047689334,1.38618940121703,-0.216314655375796,0.931116443758013,-1.11335911482127,-1.24492152795996,0.596824368174122,1.7310669803678,0.798663621190023,1.13957531531059,0.768000517850314
"5005",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.8772603512198,-0.82056946530568,-1.09019010884013,-0.428242316957244,0.931116443758013,-2.19914439877858,2.1152524569749,0.900746853657498,2.34136178660392,-0.419385004378214,0.564107386096826,0.21196481199352
"5006",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.87004154931288,0.263214904391729,-1.4574999883223,-0.889100882618488,0.931116443758013,-2.19914439877858,2.25048076928674,0.175743805865504,2.41985299554141,0.809531845550368,0.537323105581157,-0.458446036722459
"5008",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.664501630857193,1.49258224912312,0.0946804701345889,-0.354235831960548,-1.07388021550108,-1.11335911482127,-0.742287831435551,-1.10566976838571,1.62285312611895,-0.241329267113357,0.964531032120506,-0.538281601082458
"5009",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.657282828950273,2.22049712429302,0.72266187699119,-0.451789834910738,0.931116443758013,1.05821145309334,-1.3072919464811,0.225527036344308,-0.403208208670454,1.59325759643148,1.69177322077586,-0.153082432984426
"5010",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.58850827494299,-0.885273009765227,-1.16128234357862,-0.4921570085453,0.931116443758013,-2.19914439877858,2.0936750727353,0.890506267539468,2.26654158967521,-0.379192216650221,0.251796395739504,0.0895202525027934
"5011",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.924378499506324,-0.739690034731247,-1.01909787410165,-0.727632188080242,0.931116443758013,-1.11335911482127,1.70181524370314,0.655798085157883,1.05549234330485,0.11210407195705,-0.161024144446223,-0.0759941905511452
"5013",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.938816103320164,0.0691042710130883,-0.225234586188586,-0.344144038551907,-1.07388021550108,1.05821145309334,0.0140052813370988,-0.852429332202345,-0.815582597137539,-0.900342960627274,1.16748490389949,-0.128628085858247
"5014",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.765564857554077,0.441149651655482,0.165772704873072,-0.559435631269569,-1.07388021550108,-0.0275738308639688,-0.156924488382168,-1.17935864822768,0.280996582622463,-0.39374014274952,0.661966194201922,0.034457471601995
"5015",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.24922458531774,0.473501423885256,-0.746577640937463,-0.418150523548603,-1.07388021550108,-1.11335911482127,0.584597635016331,-0.984566768201934,1.44441712479865,-0.761642534023663,0.940309098779013,-0.548975048514715
"5016",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.368530752673461,1.12053686848072,-0.118596234080862,-0.650261771947332,0.931116443758013,-1.11335911482127,-0.0498542473200288,0.37248321214748,1.41627279332541,1.0616681904609,0.252712856514187,-0.374583352708936
"5017",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.56685186922223,-0.319116995744193,-0.568847054091255,-0.875645158073634,0.931116443758013,1.05821145309334,1.50087526648525,0.216558586489561,-0.964420336494281,0.788077299841876,0.903520143998488,0.329641405571864
"5018",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.22756817959698,-0.804393579190793,-1.05464399147089,-0.377783349914042,0.931116443758013,-1.11335911482127,1.58151331384334,1.04043927730256,1.17997786139212,-0.451788838421921,0.417062652295476,-0.0413806623900814
"5019",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.94222956838209,-0.513227629122833,-0.876913404624682,-0.572891355814423,0.931116443758013,-2.19914439877858,2.02126876185367,0.635401598694031,2.38270000252257,-0.00213804570259626,0.580918798563841,0.30755813094463
"5020",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.974910112854766,-0.270589337399532,-1.50489481148128,-0.710812532399175,0.931116443758013,-1.11335911482127,1.7702497082725,0.624223484389767,1.1427420618658,0.267445863202556,0.111200361082985,-0.659246034335301
"5021",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.946034905227085,-0.852921237535453,-0.746577640937463,-0.895828744890915,0.931116443758013,-2.19914439877858,1.88413221142243,0.462943240366466,2.08844718673569,0.285603349412067,-0.668915857809162,0.263259158451146
"5022",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.82672873787136,-0.545579401352606,-1.37455904779407,-0.761271499442377,-1.07388021550108,-2.19914439877858,2.16448878217491,-1.20022250818386,2.28498532380605,-0.887217834579335,0.317620549929435,-0.304021711698871
"5023",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.729470848019476,-0.125006362365552,-0.201537174609091,-0.58971101149549,0.931116443758013,-0.0275738308639688,0.600063961338414,0.628223956006575,0.13816797010609,0.389059792774071,0.355107930100007,0.195122528843223
"5024",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.61016468066375,-0.238237565169759,-1.38640775358381,-0.438334110365884,0.931116443758013,-1.11335911482127,1.7658788607061,0.8293363110653,1.31948883350102,-0.0876347572771029,0.894130475606242,-0.40184502598271
"5025",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.68957150163987,-0.77204180696102,-0.782123758306705,-0.771363292851017,0.931116443758013,1.05821145309334,1.80063345397505,0.433297501809326,-1.01996608556462,0.366723463916993,0.92457424710919,0.375521435573885
"5027",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.902722093785563,0.910250348987197,-0.213385880398839,-0.458517697183165,-1.07388021550108,2.14399673705064,-0.411008988497696,-1.1674505739702,-1.76736226684197,-0.217511591751392,1.65957960187164,-0.496223348343395
"5028",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.707814442298715,-0.513227629122833,-0.225234586188586,-0.455153766046952,0.931116443758013,-1.11335911482127,0.770217465123912,0.887338705391151,1.1794298695593,-0.0924539729573078,0.0325169339385943,0.330693412782352
"5029",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.3069750005731,-1.11173541537364,-0.663636700409233,-0.909284469435769,0.931116443758013,-1.11335911482127,2.04789805153245,0.417095310003352,0.99882451597924,0.266859388223343,-0.234787263197725,0.555614963622381
"5030",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.541781998439548,0.230863132161955,-0.711031523568222,-0.704084670126748,-1.07388021550108,1.05821145309334,0.346102586031737,-1.20009234266794,-0.958321244903181,-0.346666192504794,0.567346786026416,-0.661363987617648
"5031",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,0.40388105136701,1.81609997142085,0.414595526457763,-0.872281226937421,-1.07388021550108,-2.19914439877858,-1.03728320650185,-1.63434187513821,2.4961378645035,0.651760240484642,-0.56216397996992,-0.67655724199777
"5032",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.42969463299074,0.0205766126684286,-0.343721644086058,-0.643533909674905,0.931116443758013,-1.11335911482127,1.1488974117747,0.455276904698885,1.33439163851334,0.499290472066963,0.60915036365233,0.311054246626539
"5033",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.29975619866618,0.344094334966162,-0.793972464096452,-0.367691556505402,0.931116443758013,-2.19914439877858,1.038132757783,0.801438240485597,2.52667655075074,0.107688003247673,0.671572381743313,-0.279874143232331
"5034",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.426281167928824,0.279390790506615,-0.213385880398839,-0.6670814276284,0.931116443758013,-0.0275738308639688,0.330322128881364,0.50472925804763,0.156046533988072,0.703070160568903,0.213480303077887,-0.0852195393635066
"5035",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.64625869019835,-0.383820540203739,-0.841367287255441,-0.310504727189773,0.931116443758013,-2.19914439877858,1.53509103040974,0.964633051480375,2.44073321436682,-0.350420761245587,0.689994657876309,0.113228251256894
"5036",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.03266052811013,0.424973765540596,-0.272629409347575,-0.855461571256354,0.931116443758013,-2.19914439877858,1.02357380407796,0.19404518645699,2.39322192108478,0.962005267612602,-0.0373748128735364,0.116714551216658
"5037",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.93501076647516,-0.222061679054873,-0.628090583039991,-0.286957209236279,0.931116443758013,1.05821145309334,1.12654635627674,0.845116226398935,-0.732980159752961,-0.0602331600572728,1.85540840432945,0.246426083887842
"5038",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.45135103871151,-0.141182248480439,-0.782123758306705,-0.761271499442377,0.931116443758013,1.05821145309334,1.36973251598925,0.357205222580132,-0.922001231960041,0.669093475486142,1.0210005858357,0.0113435754048708
"5039",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-2.31760726754194,-1.09555952925875,-1.4574999883223,-0.650261771947332,0.931116443758013,-1.11335911482127,2.78304468711415,0.643833090035064,1.18339290462423,-0.18206653336349,0.845186801660007,0.220718592029717
"5040",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.64625869019835,0.263214904391729,-0.568847054091255,-0.293685071508706,0.931116443758013,-2.19914439877858,1.06099819788538,0.827759716598284,2.58919721017961,-0.000133130701483547,0.971404160548477,0.0500370907548656
"5041",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.19147417006237,0.279390790506615,-0.521452230932266,-0.704084670126748,0.931116443758013,-2.19914439877858,1.17431314186021,0.403500446723747,2.41710920838233,0.625739494376809,0.192560269072534,0.00332472104022846
"5042",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.58128947303607,-1.41907725155649,-3.1163187988869,-1.08757281965508,-1.07388021550108,1.05821145309334,3.40386008068969,-1.24450766144032,-1.35500830342926,-0.895051303829585,0.337335403466177,-1.4303722317943
"5043",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.3430690101077,0.0691042710130883,-0.865064698834935,-0.643533909674905,0.931116443758013,-1.11335911482127,1.3776598939124,0.512782095411908,1.31001188164962,0.448439804986321,0.582864399212969,-0.165546258385838
"5045",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.58128947303607,0.635260285034123,-0.722880229357969,-0.542615975588502,0.931116443758013,-1.11335911482127,1.06225507168644,0.467794723646559,1.49338784246439,0.620763976756976,1.10561799943225,-0.229836992352615
"5046",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.01100412238937,0.84554680452765,0.0472856469756,-0.902556607163342,0.931116443758013,-2.19914439877858,0.677483769662588,0.0248512239795245,2.4767241306858,1.29793029301367,0.061878149574276,0.196338606382851
"5047",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.16981776434161,0.813195032297876,0.272411056980796,-0.680537152173254,0.931116443758013,-1.11335911482127,0.324046069989504,0.231151709253098,1.4754214946546,1.04285871905712,0.684697440144081,0.379471509123331
"5048",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.982128914761686,0.295566676621502,-0.320024232506564,-0.243226104465504,0.931116443758013,-1.11335911482127,0.3903994670705,0.944619714600307,1.4380704815179,0.00454739803439443,0.812462798725508,-0.04242278171134
"5049",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.09041094336549,0.538204968344803,-0.343721644086058,-0.364327625369188,0.931116443758013,-1.11335911482127,0.462481812849046,0.73764652198888,1.46879945565524,0.321133317583634,0.868624539026082,-0.10038433473881
"5051",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.32141260438694,0.586732626689462,-0.402965173034794,-0.495520939681513,0.931116443758013,-1.11335911482127,0.720220236048889,0.541629497262807,1.47298617098078,0.553146859395766,0.92647022137138,-0.05535344776195
"5052",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.736689649926396,0.360270221081049,-0.320024232506564,-0.508976664226367,-1.07388021550108,-1.11335911482127,0.20884789152579,-1.03289610140201,1.34148356270154,-0.648326840493951,0.390687072616152,-0.322978750942568
"5053",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.11206734908625,1.34699927408914,0.142075293293578,-0.276865415827638,-1.07388021550108,-2.19914439877858,-0.423480583481497,-1.04422009157005,2.76768512324632,-0.473328008041309,1.03702721107885,-0.264189886682875
"5054",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.48022624633919,0.74849148783833,-0.462208701983531,-0.942923780797904,0.931116443758013,-0.0275738308639688,1.07236705271852,-0.0574496262689446,0.315411007285035,1.3953850340647,0.926188691479032,-0.0406359025165393
"5055",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.52353905778071,-0.917624781995,-0.485906113563024,-0.710812532399175,0.931116443758013,-0.0275738308639688,1.66843793631521,0.54603506106384,0.0435742390508342,0.163222356690401,0.504117351228686,0.628468601070784
"5056",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-2.08660560652049,-1.25731839040762,-1.22052587252735,-1.13466785556207,0.931116443758013,-0.0275738308639688,2.94617723184262,0.0963211368144233,-0.0934009826154975,0.568593021306307,0.361896415695564,0.48042755274799
"5057",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.996566518575527,1.36317516020402,0.177621410662819,-0.905920538299555,-1.07388021550108,-2.19914439877858,0.083463085259047,-1.78076478054632,2.58320384827723,0.506483720835563,0.282543094818276,-0.147069701634266
"5058",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.678939234671034,0.732315601723443,0.153923999083325,-0.488793077409086,0.931116443758013,-0.0275738308639688,-0.126161066016457,0.548905308764606,0.349076856737748,0.728247227768296,0.773851367253855,0.0708833377555881
"5059",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.40081942536306,-0.302941109629306,-0.391116467245047,-0.724268256944029,0.931116443758013,-0.0275738308639688,1.27453018142404,0.417215948861151,0.152167145959842,0.512552292455056,0.652791642198936,0.396198036598131
"5060",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,0.1512229846248,0.877898576757423,0.059134352765347,-1.02365812806703,-1.07388021550108,-1.11335911482127,-0.232301372475822,-1.64674185280696,1.1957696181733,0.424553366124396,-0.628722194528807,-0.455201178223085
"5061",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-2.40423289042498,-2.48668573513901,-2.66606797887651,-1.14812358010692,0.931116443758013,-0.0275738308639688,4.52682195890467,0.423471127777401,-0.364423757775183,-0.236840623949845,0.121961959117882,-0.0397114930805189
"5063",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.40803822726998,0.344094334966162,0.13022658750383,-0.576255286950636,0.931116443758013,-1.11335911482127,0.652004551123727,0.425592022267972,1.43597533543343,0.628801309864441,0.784029729554758,0.532843753936114
"5064",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.84838514359212,-1.38672547932671,-1.2323745783171,-1.01356633465839,0.931116443758013,-1.11335911482127,2.88651824533947,0.320833173024353,0.966834202302853,0.233809835998473,-0.0306041227697322,0.436123300278276
"5065",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.92057316266132,-1.37054959321183,-2.36985033413283,-0.811730466485578,-1.07388021550108,-2.19914439877858,3.21564732287552,-1.00852749184486,2.073715087607,-1.3733143033918,0.0226663975341744,-0.708617124063905
"5066",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.35028781201462,0.84554680452765,0.0828317643448409,-0.6670814276284,-1.07388021550108,-1.11335911482127,0.226840943728778,-1.45571297171041,1.50145667744243,-0.0626212469582548,0.877968001075543,0.0552494334639615
"5067",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.38638182154922,0.457325537770369,-0.509603525142519,-0.633442116266265,-1.07388021550108,-1.11335911482127,0.733624194152378,-1.28327212541064,1.41142500264895,-0.397578549176562,0.798890099668691,-0.251498441468945
"5069",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.29253739675926,-0.432348198548399,-0.533300936722013,-0.616622460585198,0.931116443758013,-1.11335911482127,1.37078481491252,0.618602830609158,1.2216638010741,0.187351478685728,0.349321080927764,0.29703321377463
"5071",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.17703656624853,-0.351468767973966,-0.260780703557828,-0.337416176279481,0.931116443758013,-1.11335911482127,0.85181053637426,0.924702459635226,1.3100313963205,-0.17037385897218,0.584274077521989,0.379328479057554
"5072",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.39360062345614,-0.982328326454547,-1.05464399147089,-1.25913330760197,-1.07388021550108,-0.0275738308639688,2.20070187234622,-1.70151214005664,-0.16472997281918,-0.192915234389881,-0.16591980772031,0.0467991392644738
"5073",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.844971678530201,-0.885273009765227,-1.29161810726583,-0.734360050352669,0.931116443758013,-0.0275738308639688,1.77572091804333,0.701354572431452,-0.0866773910778746,0.0705152941257569,0.00671753977994926,-0.285887549083747
"5075",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.46578864252535,0.974953893446744,0.0828317643448409,-0.51234059536258,0.931116443758013,-1.11335911482127,0.353918086628261,0.371653138538445,1.58877838843771,0.856763188776081,1.16444212788535,0.22783294231421
"5076",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.180841903093534,0.214687246047068,-0.521452230932266,-1.18512682260527,-1.07388021550108,-2.19914439877858,0.851954598031287,-1.68345864727388,2.12618128156297,0.19831492620784,-1.09500883404115,-0.456858311427653
"5077",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.768978322616,-0.383820540203739,-0.391116467245047,-0.845369777847713,0.931116443758013,1.05821145309334,1.5081601585552,0.215309957204905,-0.933119865334329,0.742329550312215,1.05554631029558,0.57022265248043
"5078",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.4152570291769,-1.48378079601603,-0.770275052516958,-0.660353565355973,0.931116443758013,-0.0275738308639688,1.99035217706439,0.765086889032089,-0.0857397272479497,-0.255957751595598,0.246995207869546,0.592116456509301
"5079",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.3069750005731,0.101456043242862,-0.201537174609091,-0.653625703083546,0.931116443758013,-0.0275738308639688,0.860564182239747,0.415992434862986,0.248963355780207,0.636322964791411,0.820979949201389,0.32444292229481
"5081",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.53797666159455,-0.0764787040208917,-0.450359996193783,-0.105304927880752,0.931116443758013,2.14399673705064,0.460705732413185,1.0605475640065,-1.78994737809628,-0.195036415586008,2.08992060965952,0.117078502165895
"5082",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-2.10104321033433,-1.04703187091409,-1.49304610569154,-0.94965164307033,0.931116443758013,-2.19914439877858,3.0634968508548,0.331979004084068,2.16653617814652,0.224188403821419,0.0957539307564661,0.18017297723622
"5083",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.66791509591911,-1.17643895983319,-0.0593527051321247,-0.522432388771221,0.931116443758013,-0.0275738308639688,1.44424373172618,0.75500848642691,0.0809191489384838,-0.197296064063316,0.690201951427837,1.0993918787977
"5084",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.83394753977828,-0.335292881859079,-0.67548540619898,-0.330688314007054,0.931116443758013,-2.19914439877858,1.53631446001069,0.884328685640271,2.47877500412622,-0.261260164460123,0.825397885519159,0.300760219248905
"5085",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.1986929719693,0.198511359932182,-0.0712014109218727,-0.868917295801208,0.931116443758013,-2.19914439877858,1.11533566977108,0.176292581104717,2.37529080237735,0.900561257546491,-0.0286970749991103,0.443006338001865
"5088",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.40081942536306,0.279390790506615,0.118377881714083,-0.545979906724715,0.931116443758013,-0.0275738308639688,0.542574566755809,0.46088702021731,0.341772601538016,0.61198091309519,1.07080889129059,0.518172015307694
"5089",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.15538016052777,-0.0117751595613449,-0.130444939870608,0.0225244552953598,0.931116443758013,-1.11335911482127,0.266063942886294,1.27501216520555,1.48085566882998,-0.532112400672238,1.0912938855948,0.250777126190342
"5090",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.844971678530201,0.00440072655354148,-0.130444939870608,-0.478701284000446,0.931116443758013,-0.0275738308639688,0.454980903527139,0.708904488218918,0.214552992901946,0.300974652677642,0.613536865688856,0.21506726589444
"5091",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.27809979294542,0.94260212121697,-0.189688468819344,-0.771363292851017,0.931116443758013,-2.19914439877858,0.784421948978855,0.143669133783287,2.56057534268669,1.12713984700451,0.454539460007659,0.0317246116912446
"5092",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-1.4152570291769,0.263214904391729,-0.604393171460497,-0.693992876718107,0.931116443758013,-2.19914439877858,1.33816288167628,0.391922139311579,2.44486525916403,0.601833881726344,0.369454643539099,0.0235310633224921
"5093",2017,"Isabela","2017_Isabela","ECR","2017_Isabela_ECR",2,-0.917159697599403,0.424973765540596,0.284259762770543,-0.263409691282784,0.931116443758013,-1.11335911482127,-0.0300951787910747,0.84307805929921,1.47526131607318,0.183332922310057,0.774221546144112,0.37266745369094
"5094",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,-0.498469186998026,0.813195032297876,0.248713645401302,0.227724254604381,-1.07388021550108,-1.11335911482127,-1.15157633848036,-0.268024500703674,1.62674556647609,-1.48404992485746,1.16781116125803,-0.307310726874566
"5096",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,-0.433499969835744,0.926426235102083,0.272411056980796,-0.32732438287084,-1.07388021550108,-2.19914439877858,-0.612676811928642,-0.926728451620555,2.57689675198906,-0.632704442847376,0.285421407883374,-0.215666886281148
"5097",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,0.331693032297807,-0.0117751595613449,1.19661010858108,-0.00438699379434788,0.931116443758013,-2.19914439877858,-1.13907707138139,1.35741894723905,2.40596507503103,-0.45064404751188,-0.401765553243294,0.808453169460979
"5098",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,0.115128975090198,1.52493402135289,0.236864939611556,-1.03374992147567,-1.07388021550108,-2.19914439877858,-0.493761779771813,-1.79563274950833,2.42572887888511,0.739397629490804,-0.632023093239857,-0.552314651681751
"5099",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,1.43616972405661,0.214687246047068,0.34350329171928,-0.428242316957244,0.931116443758013,-1.11335911482127,-1.05588391826785,1.05425556764296,1.05513162367654,0.214390113918995,-1.27986487085321,-0.322210919197371
"5100",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,-0.455156375556505,0.877898576757423,-0.426662584614289,-0.219678586512009,-1.07388021550108,-2.19914439877858,-0.281762820011992,-0.72075118851426,2.57013270981983,-0.919639278635708,0.42187477176878,-0.778071266791595
"5102",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,1.91982945182027,0.958778007331857,1.18476140279133,-0.175947481741234,0.931116443758013,-0.0275738308639688,-2.49300389127234,1.18001351551476,0.155687989550231,0.37061185592472,-0.806937450923083,-0.219910964472602
"5103",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,0.793696354340706,1.65434111027198,1.27955104910931,-0.256681829010357,-1.07388021550108,-1.11335911482127,-2.35859097154007,-0.91341835151353,1.52559324102151,-0.21979143656781,-0.0132514259418061,-0.20676758944372
"5104",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,0.15844178653172,-0.448524084663286,0.0828317643448409,-0.683901083309467,0.931116443758013,1.05821145309334,0.0941931054760498,0.67566682032317,-1.15579133863531,0.424334126025519,-0.279995011167799,0.234975416999055
"5106",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,0.194535796066322,-0.497051743007946,-0.0593527051321247,-0.505612733090154,0.931116443758013,-0.0275738308639688,0.123918201838089,0.933538833900623,-0.040082289946935,0.0360128800040585,-0.41898093342584,0.111906092206768
"5107",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,-0.873846886157882,-0.691162376386587,0.0472856469756,-0.0548459608375496,0.931116443758013,-1.11335911482127,0.406728054612299,1.34455615717161,1.28813780321112,-0.758320519646411,0.501329740964193,0.602906320883721
"5108",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,-0.267467525976577,-1.24114250429273,0.0946804701345889,-0.50224880195394,0.931116443758013,-1.11335911482127,0.739684291447521,1.01301314789259,0.968545312670983,-0.379516221544043,-0.671359477658384,0.754003729635967
"5109",2017,"Santa.Cruz","2017_Santa.Cruz","EG","2017_Santa.Cruz_EG",1,-0.368530752673461,-1.37054959321183,-0.912459521993924,-0.391239074458896,0.931116443758013,-1.11335911482127,1.32302112108959,1.25818890798638,0.944444163494977,-0.752299750794045,-0.493965570930481,0.00509493044015455
