"","year","island","year.island","population","year_pop","npop","length","width","depth","longest_spine","lower_spine","spine_position","PC1","PC2","PC3","PC4","PC5","PC6"
"4526",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,-0.635626423229512,-0.238237565169759,0.248713645401302,-0.710812532399175,-1.07388021550108,-0.0275738308639688,0.188216239365728,-1.21199533618127,0.0854756771936299,-0.510748649325405,0.111465913714651,0.38189324093245
"4527",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,-0.0509034687689681,-0.885273009765227,-0.438511290404036,-0.552707768997142,0.931116443758013,-2.19914439877858,0.924341704267011,0.98696246956171,2.06196474866877,-0.265668582989927,-1.00676931828161,0.121193692787855
"4528",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.714289533364583,0.79701914618299,1.16106399121184,0.12007845824555,0.931116443758013,-1.11335911482127,-1.93173954102657,1.39234409937552,1.46198315782671,-0.178420992835227,0.0705496776451919,0.235847183722867
"4529",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,-0.361311950766541,-0.173534020710212,0.142075293293578,-0.384511212186469,0.931116443758013,-2.19914439877858,0.265276003044179,0.93657849326577,2.32236213453092,-0.0570316915319643,-0.311757894088132,0.36176905154274
"4533",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,1.19073045922132,0.117631929357748,0.758207994360432,-0.266773622418998,0.931116443758013,-1.11335911482127,-1.26997258451359,1.1842766225541,1.13202324025752,-0.0162350343767681,-0.977032721791997,0.112153395167524
"4535",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,1.35676290308049,0.716139715608556,0.888543758047652,-0.687265014445681,0.931116443758013,-2.19914439877858,-1.19995001625663,0.593877170607791,2.20855348558618,0.890632250848353,-1.59121403510545,0.0128685600483391
"4536",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.65653911810922,0.99112977956163,-0.0475039993423777,-0.428242316957244,0.931116443758013,-1.11335911482127,-0.783172493058676,0.81668054319001,1.30819814606111,0.607435623415643,-0.345608493986705,-0.688511783208307
"4537",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.685414325736901,0.732315601723443,1.11366916805285,-0.182675344013661,0.931116443758013,-0.0275738308639688,-1.68626534100354,1.02964505162704,0.279882540540911,0.316547338918584,0.0300950338720434,0.278704007232185
"4539",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,-0.000371855420526507,-0.189709906825099,-0.154142351450102,-0.192767137422302,0.931116443758013,-1.11335911482127,-0.0450058510108162,1.2391785217985,1.2202112290416,-0.355509391052067,-0.0901307039307027,-0.0712181364818704
"4540",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,1.30623128973205,0.376446107195936,0.189470116452567,-0.458517697183165,0.931116443758013,1.05821145309334,-1.17410790085303,0.949448464534118,-1.08367098931586,0.463128664222859,-0.565994505482891,-0.510496053303895
"4541",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,-0.043684666862048,0.311742562736389,0.414595526457763,-0.377783349914042,0.931116443758013,-1.11335911482127,-0.40577415692582,0.854106148537581,1.30208093475606,0.273586629791574,-0.0638458973445341,0.229703761945477
"4542",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.223411003694003,0.149983701587522,-0.331872938296311,-0.350871900824335,0.931116443758013,-1.11335911482127,-0.0713143302875988,1.03708121535069,1.20694851652573,0.030700060712023,-0.279045046881961,-0.411140395364061
"4545",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,-0.137529091652012,0.732315601723443,-0.130444939870608,-0.374419418777829,0.931116443758013,-1.11335911482127,-0.245154901611352,0.815446963820214,1.37936019058395,0.418406873593857,0.208541290659571,-0.361634825565242
"4546",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.425537457087771,-0.448524084663286,-0.663636700409233,-0.704084670126748,0.931116443758013,-0.0275738308639688,0.511543477769675,0.786369259968429,-0.143017735390076,0.273079252853476,-0.763995839452439,-0.441933438075961
"4547",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,1.06079202489676,0.538204968344803,-0.0356552935526308,-0.515704526498794,0.931116443758013,-0.0275738308639688,-0.823246550754873,0.849552980485658,0.0468293892558545,0.552070839269371,-0.651017040544974,-0.636436976212889
"4548",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.0718161636486768,-0.189709906825099,-0.154142351450102,-0.673809289900827,-1.07388021550108,-1.11335911482127,0.0994521987297498,-1.0087503120899,1.07583447771226,-0.700484069165604,-0.637789608939604,-0.212378934117905
"4549",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.0718161636486768,-0.545579401352606,0.0946804701345889,-0.155763894923954,0.931116443758013,-0.0275738308639688,-0.207673833003978,1.32397827761299,0.0700736091091414,-0.502651825775841,0.022001492994703,0.226743793731563
"4550",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.526600683784655,-0.0441269317911183,-0.118596234080862,-0.431606248093457,0.931116443758013,-1.11335911482127,-0.186251481973873,1.00571798742251,1.11098598007909,0.067542206552693,-0.685324187723832,-0.248064074693621
"4552",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.115128975090198,-0.885273009765227,-0.177839763029597,-0.367691556505402,0.931116443758013,-1.11335911482127,0.398481367161531,1.19043402665721,1.01246146586777,-0.458520053765404,-0.657785445152095,0.207121173830096
"4553",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.995822807734474,0.764667373953217,0.675267053832201,-0.57961921808685,0.931116443758013,-1.11335911482127,-1.1257595155317,0.661181108052107,1.20257566953257,0.804817620006958,-0.887020349214468,-0.0953768694443956
"4554",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.0718161636486768,-0.157358134595326,-0.118596234080862,-0.411422661276177,0.931116443758013,-1.11335911482127,0.08850028043056,0.980511124748169,1.15798060952242,0.000595820494288649,-0.36626563775511,-0.0351239993856611
"4555",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,-0.946034905227085,-0.836745351420567,-1.30346681305558,-0.905920538299555,0.931116443758013,-1.11335911482127,2.08979721041317,0.488928813029195,0.977719523733413,0.298867305581055,-0.365777849649957,-0.217740651658113
"4556",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.302817824670126,0.00440072655354148,-0.414813878824542,-0.276865415827638,0.931116443758013,-1.11335911482127,-0.0680704697031384,1.17511426381538,1.1827300475765,-0.175455026501392,-0.318727935743677,-0.460922675082491
"4557",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.974166402013713,0.554380854459689,0.438292938037258,-0.485429146272873,0.931116443758013,-0.0275738308639688,-1.08393228925668,0.820016680434961,0.0907639090157916,0.583472205775591,-0.563311266885281,-0.233064452419159
"4558",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.144004182717879,0.166159587702409,0.414595526457763,-0.246590035601717,0.931116443758013,-1.11335911482127,-0.561371427198977,1.06870413267953,1.28169611437564,-0.0151567662681476,-0.127649576877487,0.194700019081863
"4559",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.952509996292952,0.910250348987197,-0.106747528291114,-0.330688314007054,-1.07388021550108,-1.11335911482127,-1.23378175355833,-0.685836833064901,1.27200179518953,-0.694049060551904,-0.476808644279806,-1.05238000564979
"4560",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,-0.484031583184186,-1.24114250429273,-0.426662584614289,-0.693992876718107,-1.07388021550108,-0.0275738308639688,0.946410356928054,-0.898966396410291,-0.165066580095386,-1.16266977192115,-0.384773235594785,0.208868787511511
"4562",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,1.72492180033342,0.780843260068103,0.604174819093719,-0.233134311056863,0.931116443758013,-0.0275738308639688,-1.9211926142666,1.17629994267942,0.106767248318811,0.296009886273787,-0.774089067025052,-0.529652763752526
"4565",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,-0.404624762208063,-0.0764787040208917,0.201318822242314,-0.434970179229671,-1.07388021550108,-0.0275738308639688,-0.244125784812115,-0.874950823295409,0.15955374687973,-0.870949423543543,0.300943847908709,0.127224657984776
"4568",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,1.16185525159364,0.635260285034123,1.05442563910411,-0.135580308106673,0.931116443758013,-1.11335911482127,-1.79009902043937,1.20217721128269,1.29055388511004,0.0942507872146895,-0.606992326405914,0.109978133021622
"4570",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.201754597973242,-0.351468767973966,-0.782123758306705,-0.418150523548603,0.931116443758013,-1.11335911482127,0.495311622575325,1.09978232177704,1.06997076019523,-0.18870996600439,-0.529961141432416,-0.53643994617153
"4571",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,1.55888935647426,0.861722690642536,1.26770234331956,-0.751179706033736,0.931116443758013,-1.11335911482127,-1.64478524099212,0.465920849974065,1.12028636709124,1.17325889105107,-1.47849922458981,0.173102901728026
"4572",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.266723815135524,0.538204968344803,-0.213385880398839,-0.828550122166646,0.931116443758013,-1.11335911482127,0.109080425622929,0.386490544771095,1.15392137079146,0.986452987617281,-0.662766676532297,-0.394653512499243
"4573",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.541038287598495,-0.141182248480439,-0.0119578819731368,-0.619986391721411,0.931116443758013,-1.11335911482127,-0.0308413088955455,0.79241768527007,1.04181149612556,0.321868741120374,-0.942511684242066,-0.0833266056036874
"4574",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.707070731457663,-0.222061679054873,0.379049409088521,-0.680537152173254,0.931116443758013,1.05821145309334,-0.47450308667674,0.690719891848427,-1.17398677750446,0.550088019224958,-0.608094865739297,0.173627813802066
"4575",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.620445108574619,0.00440072655354148,-0.924308227783671,-0.747815774897523,0.931116443758013,-2.19914439877858,0.614409421436589,0.73354237514853,2.07444166998196,0.400118836523895,-1.33149999088122,-0.865145190723506
"4576",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,-0.10143508211741,0.538204968344803,-0.308175526716817,-0.40469479900375,0.931116443758013,-2.19914439877858,0.0705500667862245,0.858003462167836,2.40647335589256,0.271377642562712,-0.213564564400722,-0.404631968093393
"4577",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.930853590572191,1.34699927408914,0.793754111729674,-0.879009089209848,0.931116443758013,-1.11335911482127,-1.14773565936212,0.166805009654474,1.25363233129741,1.59219839431506,-0.915963122333868,-0.162210013328098
"4578",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.851446769596068,1.00730566567652,0.864846346468157,-0.186039275149875,0.931116443758013,-0.0275738308639688,-1.75776459280836,1.02259665341387,0.301116872665895,0.422874823276371,0.02566887367224,-0.103463224417325
"4579",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,-0.144747893558932,-0.480875856893059,-0.521452230932266,-1.00683847238596,0.931116443758013,-1.11335911482127,1.14844314715766,0.344229591725263,0.941939197164532,0.707383302093719,-0.960200933649308,-0.0112209227329681
"4581",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.187316994159401,-0.238237565169759,0.888543758047652,-0.969835229887611,0.931116443758013,-1.11335911482127,0.0197700415869051,0.247578495839993,1.01406109145002,0.954151083479545,-1.12163930763843,0.89787018271801
"4582",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.0285033522071547,0.60290851280435,0.367200703298774,-0.529160251043648,0.931116443758013,-0.0275738308639688,-0.523745059035091,0.616433436710165,0.220013657272434,0.715640899345058,0.131096649403222,0.0474932895355486
"4583",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.800915156247626,0.166159587702409,0.296108468560291,-0.105304927880752,0.931116443758013,-0.0275738308639688,-1.08956081647006,1.33655165787684,0.134439861358552,-0.218013548052333,-0.184326232917047,-0.19934043704281
"4584",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,1.06079202489676,0.505853196115029,-0.0238065877628838,-0.451789834910738,0.931116443758013,-1.11335911482127,-0.761467276774146,0.946717370878624,1.14604132589661,0.372098101392047,-0.883612809166631,-0.602965675330161
"4585",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,1.1474176477798,1.96168294645483,1.08997175647335,-0.169219619468808,0.931116443758013,-1.11335911482127,-2.39143976881891,0.892006048545013,1.55616076555983,0.846371194692403,-0.0728921213672318,-0.424218816057357
"4586",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,1.14019884587288,0.877898576757423,1.31509716647855,-0.471973421728019,0.931116443758013,-0.0275738308639688,-1.83608057584855,0.707777862435754,0.174044692978076,0.844174895487834,-0.570256319141256,0.274375535424135
"4587",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,1.06801082680368,0.732315601723443,0.34350329171928,-0.683901083309467,-1.07388021550108,1.05821145309334,-1.36179101914137,-1.1302058879725,-1.03440075786141,-0.053461015190883,-0.459975495232695,-0.622281800817848
"4588",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,-0.0292470630482077,0.716139715608556,0.0235882353961051,-0.855461571256354,0.931116443758013,-1.11335911482127,0.0729414642200902,0.248024633784435,1.23496516342525,1.16915985211949,-0.400251517896134,-0.164020136810073
"4589",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.916415986758351,1.13671275459561,0.521233878565488,-0.32732438287084,0.931116443758013,-1.11335911482127,-1.40893421481981,0.890299902806064,1.35279067416759,0.59250324765872,-0.394286367948339,-0.40797462739659
"4591",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,0.678195523829981,-0.254413451284646,0.153923999083325,-0.885736951482275,0.931116443758013,-1.11335911482127,0.106643652148875,0.503636573643838,0.933131112881919,0.689133725916569,-1.38456570519775,0.108137638726487
"4592",2017,"Santa.Cruz","2017_Santa.Cruz","AB","2017_Santa.Cruz_AB",3,1.08244843061752,-0.319116995744193,0.402746820668016,-0.855461571256354,0.931116443758013,-1.11335911482127,-0.247815406742458,0.59077406571504,0.8812881945714,0.621787864576853,-1.69556148927442,0.182181885551318
"4593",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.563438404160309,1.52493402135289,0.189470116452567,-1.13466785556207,-1.07388021550108,-3.28492968273589,0.102267063310946,-2.00187995183736,3.58015592860565,0.85813617644407,-0.509717048637196,-0.29386698209195
"4594",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.0725598744897292,0.60290851280435,-0.284478115137322,-0.646897840811119,-1.07388021550108,-0.0275738308639688,-0.260021074551304,-1.16001129460802,0.172596266157215,-0.271700469747901,0.127018120712082,-0.638647322068445
"4595",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.173623101186614,0.570556740574576,0.793754111729674,-0.482065215136659,0.931116443758013,-0.0275738308639688,-0.689449243309387,0.603200976370391,0.273053350382137,0.695087043321028,0.305704707205938,0.472463510386967
"4596",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,0.201754597973242,1.20141629905516,1.26770234331956,-0.41478659241239,0.931116443758013,1.05821145309334,-1.63145405913954,0.552156422533747,-0.700514343316603,1.03306800853839,0.628650793501534,0.406181479704889
"4598",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-1.02544172620321,-0.319116995744193,-0.604393171460497,-0.774727223987231,0.931116443758013,-0.0275738308639688,1.25271140542185,0.441566389315383,0.0726646228697663,0.533293649847644,0.314766284612253,0.102197056223419
"4599",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.115872685931251,1.8808035158804,1.01887952173487,-1.26249723873818,0.931116443758013,-0.0275738308639688,-0.722077103368088,-0.599693335237443,0.327857216098179,2.61553373963931,-0.0269049123810051,0.236400868550031
"4601",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.852190480437121,0.570556740574576,-0.402965173034794,-0.660353565355973,-1.07388021550108,-2.19914439877858,0.4763168039607,-1.24853289486594,2.44356409187033,-0.375523449507203,0.121655158497049,-0.381886729808498
"4602",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,0.454412664715452,2.59254250493541,1.9549272791249,-0.633442116266265,0.931116443758013,-1.11335911482127,-2.37304464357844,0.016281280815161,1.69256127024938,2.04924163593445,0.192186052008569,0.362702941963293
"4603",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.404624762208063,1.31464750185936,-0.497754819352771,-1.67626076849244,-1.07388021550108,-2.19914439877858,0.907644093646566,-2.52425775670639,2.24897643790555,1.54828978474633,-0.986155149759628,-0.724586897406418
"4605",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.549000800346469,0.974953893446744,0.971484698575881,-0.650261771947332,0.931116443758013,-2.19914439877858,-0.393929381886155,0.277082945885468,2.54589565539824,1.0789976527401,0.00173095087259278,0.664675701237203
"4606",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.924378499506324,0.360270221081049,-0.592544465670749,-0.946287711934117,0.931116443758013,-1.11335911482127,1.1510505218803,0.132922601281935,1.23838043161943,1.08474678278814,0.0544549236856848,-0.159020084751631
"4607",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.491250385091106,0.505853196115029,0.13022658750383,-1.19521861601391,-1.07388021550108,-0.0275738308639688,0.290114087410245,-1.90121435214651,0.0790307211577627,0.603872107575024,-0.197206831635566,0.0154971360463359
"4608",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.476812781277266,-0.141182248480439,1.01887952173487,-0.303776864917346,0.931116443758013,-1.11335911482127,-0.379213242810031,0.901965755122318,1.31681061237814,0.0276563651644865,0.130771131582987,1.06115388073733
"4609",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.0509034687689681,0.69996382949367,-0.770275052516958,-0.784819017395871,-1.07388021550108,-0.0275738308639688,0.090843299803679,-1.29005137737079,0.13096723070026,-0.0756810231910224,0.0218639802581838,-1.05315389467238
"4610",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.065341072582809,2.8513566827736,0.805602817519421,-0.683901083309467,-1.07388021550108,-2.19914439877858,-1.67458206698262,-1.73078399905325,2.84281482436056,0.980701260044696,0.418592907993068,-0.676102330200265
"4611",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.491250385091106,0.166159587702409,0.248713645401302,-0.337416176279481,0.931116443758013,-0.0275738308639688,-0.158173650471924,0.861558771772632,0.252216656634035,0.201152592031213,0.550483991304919,0.291018884368129
"4613",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.765564857554077,3.17487440507134,-1.06649269726064,-0.821822259894219,-1.07388021550108,-1.11335911482127,-0.3705629181893,-1.89352074912002,1.80379551877089,1.20766108445812,1.29454689904853,-2.07183957937197
"4614",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.0364658649551278,1.68669288250176,0.473839055406499,-1.44751345122992,-1.07388021550108,-2.19914439877858,-0.232304749920546,-2.36803270183522,2.37663630322816,1.50417907272695,-0.89942875871728,-0.2832016096045
"4615",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.375749554580381,0.619084398919236,0.580477407514223,-0.710812532399175,0.931116443758013,-0.0275738308639688,-0.266729364343081,0.311563865601891,0.239827732268755,1.05520404033363,0.242971348639737,0.403090146797255
"4616",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.267467525976577,-0.367644654088853,0.213167528032061,-1.4407855889575,0.931116443758013,-2.19914439877858,1.26654917357407,-0.273069661313246,1.98203471603629,1.47911282771627,-1.59653789233842,0.700772144421417
"4618",2017,"Isabela","2017_Isabela","AP","2017_Isabela_AP",4,-0.361311950766541,1.0234815517914,0.710813171201443,-1.22885792737605,0.931116443758013,1.05821145309334,-0.161075619495558,-0.41196069164504,-0.904146371330508,2.15081649221681,0.131240916974896,0.417892245544257
