year,island,year island,population,year_pop,npop,mericarp,length,width,depth,longest_spine,spine_tip_distance,lower_spine,spine_position,eaten,eaten_insects,seed_position_1,seed_position_2,seed_position_3,seed_position_4,seed_position_5,seed_position_6,germinated,germinated_position_1,germinated_position_2,germinated_position_3,germinated_position_4,germinated_position_5,germinated_position_6,total_seed_mericarp,mericarp_notes,spine_notes,measurer,mass,hardness
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,36,7.08,3.28,4.86,4.83,9.25,0,50,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,37,7.18,3.39,5.46,6.34,11.89,1,50,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,38,7.05,2.51,3.54,6.12,11.92,0,60,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,39,7.42,3.52,5.23,5.93,11.93,1,30,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,40,7.33,2.86,4.74,6.34,10.95,1,50,1,,1,0,0,0,0,0,0,,,,,,,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,41,7.65,3.27,4.65,4.59,9.22,1,20,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,42,7.79,3.04,4.76,6.12,11.85,1,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,43,5.54,3.04,4.5,4.89,9.85,1,30,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,44,7.43,3.19,4.96,5.7,10.43,0,50,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,45,5.7,2.63,4.43,4.24,7.86,1,20,1,,1,0,0,0,0,0,0,,,,,,,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,46,6.33,2.7,4.48,5.08,11.65,1,30,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,47,7.87,3.21,4.43,5.77,9.61,1,40,1,,1,0,0,0,0,0,0,,,,,,,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,48,8.41,3.43,5.61,7.43,3.42,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Emery,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,49,6.45,2.74,NA,5.15,10.76,1,30,1,,1,1,1,1,0,0,0,,,,,,,4,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,50,8.41,3.75,NA,2.69,13.03,1,30,1,,1,1,1,1,1,0,0,,,,,,,5,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,51,6.79,3.3,NA,7.05,12.45,1,20,1,,1,1,1,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,52,9.911,3.51,5.36,6.22,13.28,1,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,53,6.54,2.47,NA,6.07,11.9,0,30,1,,1,1,1,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,54,6.65,3.4,4.54,4.64,8.64,1,20,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,55,6.79,3.29,4.53,5.61,11.06,1,20,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,56,8.09,3.59,5.32,4.66,9.45,1,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,57,8.02,3.73,6.13,5.96,12.45,1,30,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,58,7.43,3.12,NA,6.64,12.53,1,20,1,,1,1,1,1,0,0,0,,,,,,,4,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,59,6.18,3.12,4.79,5.79,9.08,1,30,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,60,6.87,3.77,NA,6,11.81,1,40,1,,1,1,1,1,0,0,0,,,,,,,4,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,61,7.49,3.61,5.14,4.64,10.49,0,30,1,,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,62,6.43,4.47,NA,5.55,10.64,1,20,1,,1,1,1,1,0,0,0,,,,,,,4,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,63,7.58,3.56,5.74,5.58,11.09,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,64,7.03,3.58,5.24,4.46,9.24,0,30,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,65,7.05,3.15,4.55,4.89,9.6,0,30,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,66,7.95,3.57,5.57,5.64,10.53,0,40,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,67,7.27,3.83,5.48,5.67,11.08,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,68,7.74,3.85,5.52,6.11,11.4,0,30,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,69,8.41,3.48,5.11,6.41,12.32,0,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,70,8.15,3.75,5.23,6.17,13.69,1,30,1,,1,1,1,0,0,0,0,,,,,,,5,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,71,7.34,3.31,4.84,6.32,11.92,1,30,1,,1,1,1,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,72,6.41,2.84,4.99,4.41,9.19,0,50,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,73,6.18,3.21,4.85,5.06,10.18,0,30,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,74,6.62,2.88,4.86,6.14,10.57,0,40,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,75,6.39,3.05,NA,5.48,10.52,1,30,1,,1,1,1,1,0,0,0,,,,,,,4,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,76,6.07,3.3,4.34,5.27,10.77,0,20,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,77,6.28,2.6,4.25,5.42,9.52,0,50,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,78,7.98,3.12,NA,6.69,12.18,0,30,1,,1,1,1,1,1,0,0,,,,,,,5,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,79,6.44,2.7,4.47,5.85,10.75,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,80,5.93,2.77,NA,5.39,10.23,1,30,1,,1,1,1,1,0,0,0,,,,,,,4,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,81,7.96,3.21,4.77,5.43,11.37,0,30,1,,1,1,0,0,0,0,0,,,,,,,5,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,82,7.36,3.5,4.67,5.37,10.41,1,20,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,83,6.9,3.41,4.28,5.73,11.75,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,84,8.62,3.45,5.25,5.81,11.03,1,40,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,85,8.7,3.92,5.76,6.83,14.89,1,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,86,9.02,3.82,6.14,7.74,15.43,1,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,87,6.54,3.33,4.8,5.57,9.55,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,88,7.04,3.34,4.55,5.76,10.84,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,89,7.65,3.66,5.1,5.62,10.61,0,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,90,5.05,2.78,NA,4.21,9.37,0,20,1,,1,1,1,0,0,0,0,,,,,,,3,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,91,7.44,3.73,5.7,5.79,11.71,1,20,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,92,8.99,3.41,NA,6.02,12.22,0,50,1,,1,1,1,1,1,0,0,,,,,,,5,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,93,7.07,3.61,5.56,6.02,10.86,0,20,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,94,6.37,2.74,NA,5.36,10.01,0,30,1,,1,1,1,1,0,0,0,,,,,,,4,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,95,6.9,3.33,NA,7.27,13.11,0,30,1,,1,1,1,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,96,7.49,3.79,NA,5.73,11.88,0,20,1,,1,1,1,1,0,0,0,,,,,,,4,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,97,7.68,3.38,5.3,6.6,11.88,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,98,3.28,3.4,5,5.41,10.92,0,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,99,6.12,3.02,NA,5.02,10.02,0,NA,1,,1,1,1,0,0,0,0,,,,,,,,,,Johnson,,
2017,Santa.Cruz,2017_Santa.Cruz,TB,2017_Santa.Cruz_TB,4,100,7.15,3.13,NA,6.58,12.41,1,30,1,,1,1,1,1,0,0,0,,,,,,,4,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,1,6.29,4.31,5.37,4.7,10.07,1,30,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,2,6.28,4.18,5.1,7.73,9.99,1,20,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,3,4.87,3.66,4.09,5.31,9.57,1,60,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,4,6.18,4.07,5.95,5.01,9.55,1,40,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,5,4.38,2.75,4.16,3.43,6.83,0,30,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,6,4.78,3.33,4.51,5.26,9.48,1,40,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,7,4.84,3.14,4.32,5.77,9.7,1,30,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,8,6.99,3.64,5.36,6.94,12.62,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,9,6.42,3.84,5.76,6.2,11.76,1,40,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,10,4.98,3.16,4.53,4.35,8.85,1,20,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,11,4.64,2.95,3.87,4.59,8.33,1,40,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,12,5.4,2.87,NA,3.58,6.11,1,40,1,,1,1,1,1,0,0,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,13,5.61,2.97,4.35,6.12,10.37,1,30,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,14,6.83,4.06,5.37,6.41,11.03,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,15,5.58,3.29,3.8,3.21,7.26,1,40,1,,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,16,4.55,3.34,4.41,6.77,11.24,1,50,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,17,6.69,3.78,5.05,4.99,8.33,1,50,1,,1,0,0,0,0,0,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,18,5.82,3.51,5.74,4.81,9.6,1,30,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,19,5.57,3.2,5.12,4.76,9.38,1,50,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,20,5.8,3.36,4.48,4.95,11.28,1,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,21,5.62,2.85,4.09,3.51,6.74,0,20,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,22,5.33,3.85,5.38,4.6,8.99,1,40,1,,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,23,5.98,3.49,5.09,5.2,8.33,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,24,6.08,3.42,5.22,5.66,10.5,1,40,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,25,6.35,4.5,5.4,4.34,7.38,1,50,1,,1,0,0,0,0,0,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,26,6.04,4.28,5.22,5.77,11.77,1,50,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,27,5.06,3.01,4.13,3.41,7.42,1,30,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,28,5.54,3.37,4.4,4.75,8.55,1,30,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,29,5.3,2.87,4.31,4.28,8.87,1,50,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,30,4.6,3.08,4.75,5.07,8.79,1,50,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,31,4.3,3.26,3.95,4.69,8.13,1,40,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,32,4.44,3.57,4.01,6.07,8.74,1,60,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,33,5.38,3.62,4.03,5.35,9.01,1,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,34,5.02,3.42,3.97,2.86,6.17,1,30,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,35,4.51,3.64,4.03,5.37,9.62,1,40,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,36,3.77,3.11,4.5,4.35,10.49,1,60,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,37,4.65,2.47,3.54,4.68,9.34,1,30,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,38,3.85,2.99,3.74,4.13,7.25,1,40,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,39,4.14,3.21,3.99,4.95,9.52,1,50,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,40,6.47,4.37,5.78,6.67,12.23,1,50,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,41,7.07,4.8,5.41,4.23,8.04,1,40,1,,1,0,0,0,0,0,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,42,6.04,4.01,5.06,5.96,9.63,1,20,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,43,5.53,3.45,5.48,5.57,8.97,1,40,0,,,,,,,,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,44,6.7,3.93,NA,4.16,9.44,0,30,1,,1,1,1,1,0,0,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,45,5.01,3.43,4.33,3.61,5.04,1,30,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,46,6.65,4.05,5.24,4.64,11.44,1,30,1,,1,1,1,0,0,0,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,47,6.06,4,4.73,5.64,8.95,1,20,1,,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,48,6.9,4.43,4.93,5.96,8.45,1,50,1,,1,0,0,0,0,0,0,,,,,,,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,49,4.27,2.54,3.51,5.73,9.11,1,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,50,5.54,2.72,4.18,4.5,9.58,1,60,0,,,,,,,,1,1,0,0,0,0,0,,,,Emery,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,51,5.73,4.27,6.08,6.1,10.15,1,40,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,52,4.69,2.99,4.39,4.44,8.56,1,40,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,53,5.6,3.36,4.52,5.31,9.5,1,30,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,54,6.79,4.37,6.51,6.27,11.58,0,40,1,,1,1,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,55,5.06,3.09,4.26,5.56,10.98,1,40,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,56,6.15,4.02,4.75,5.52,9.44,1,30,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,57,4.38,3.09,4.45,6.91,10.57,1,30,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,58,4.92,2.5,3.64,4.62,8.59,1,40,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,59,5.31,3.36,NA,4.56,9.77,1,30,1,,1,1,0,0,0,0,0,,,,,,,3,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,60,5.68,3.8,5.12,5.71,10.63,1,40,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,61,4.72,3.4,4.62,4.99,8.35,0,30,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,62,6.05,3.36,4.88,6.14,11.44,1,40,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,63,6.04,4.78,4.87,5.38,8.89,1,30,1,,1,1,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,64,6.3,4.08,5.64,6.61,10.52,1,50,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,65,5.8,3.87,4.75,5.68,9.79,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,66,5.45,3.81,4.75,4.56,9.06,1,40,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,67,4.4,2.77,4.09,4.03,9.19,0,6,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,68,4.95,3.68,4.45,5.02,8.49,1,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,69,4.64,2.71,6.35,5.42,9.89,1,40,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,70,4.24,3.17,4.09,5.55,9.83,1,30,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,71,5.81,3.81,5.45,5.72,10.39,1,30,1,,1,1,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,72,5.29,3.31,4.45,5.73,9.59,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,73,5.79,3.29,4.64,5,8.15,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,74,4.5,3.07,4.15,5.98,10.27,1,40,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,75,5.44,3.41,4.51,6.12,11.24,1,30,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,76,4.91,3.48,4.66,4.1,6.73,1,30,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,77,5.89,3.41,4.58,4.95,8.5,1,30,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,78,6.33,4.17,5.28,5.43,7.78,1,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,79,4.46,3.48,4.39,5.92,9.79,1,30,0,,,,,,,,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,80,6.51,4.43,5.66,5.66,9.77,1,40,1,,1,0,0,0,0,0,0,,,,,,,,,,Johnson,,
2017,Isabela,2017_Isabela,TP,2017_Isabela_TP,1,81,6.06,3.6,4.99,4.97,8,1,40,0,,,,,,,,1,1,0,0,0,0,0,,,,Johnson,,
