year,island,year island,population,year_pop,npop,mericarp,length,width,depth,longest_spine,spine_tip_distance,lower_spine,spine_position,eaten,eaten_insects,seed_position_1,seed_position_2,seed_position_3,seed_position_4,seed_position_5,seed_position_6,germinated,germinated_position_1,germinated_position_2,germinated_position_3,germinated_position_4,germinated_position_5,germinated_position_6,total_seed_mericarp,mericarp_notes,spine_notes,measurer,mass,hardness
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,29,4.46,2.77,,7.04,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.036,1.29
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,30,4.69,1.93,,7.5,,0,,0,,,,,,,,0,,,,,,,,,,,0.028,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,31,5.85,2.5,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.042,1.02
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,32,6.23,3.02,,8.58,,1,,0,,,,,,,,0,,,,,,,,,,,0.082,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,33,5.09,3.03,,6.17,,0,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.042,0.73
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,34,5.58,3.62,,9.46,,1,,0,,,,,,,,0,,,,,,,,,,,0.057,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,35,5.7,3.07,,9.56,,1,,0,,,,,,,,0,,,,,,,,,,,0.059,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,36,5.92,3,,NA,,0,,0,,,,,,,,0,,,,,,,,,,,0.051,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,37,4.84,2.27,,5.25,,0,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.034,0.75
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,38,3.38,1.99,,5.58,,1,,0,,,,,,,,0,,,,,,,,,,,0.015,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,39,4.86,3.07,,8.19,,1,,0,,,,,,,,0,,,,,,,,,,,0.045,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,40,7.39,3.3,,7.68,,0,,0,,,,,,,,0,,,,,,,,,,,0.088,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,41,5.45,3.74,,8.34,,1,,0,,,,,,,,0,,,,,,,,,,,0.068,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,42,6.3,3.16,,8.32,,1,,0,,,,,,,,0,,,,,,,,,,,0.075,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,43,6.2,3.01,,8.53,,1,,0,,,,,,,,0,,,,,,,,,,,0.07,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,44,5.54,2.63,,8.28,,1,,0,,,,,,,,0,,,,,,,,,,,0.048,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,45,4.66,2.69,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.028,0.79
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,46,5.44,2.91,,NA,,0,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.039,0.77
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,47,4.14,2.95,,NA,,1,,0,,,,,,,,0,,,,,,,,,,,0.036,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,48,5.04,2.57,,7.83,,1,,0,,,,,,,,0,,,,,,,,,,,0.047,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,49,4.87,2.35,,5.52,,0,,0,,,,,,,,0,,,,,,,,,,,0.031,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,50,5.37,2.41,,5.74,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.028,0.79
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,51,6.03,3.26,,5.41,,0,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.059,0.87
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,52,4.64,2.65,,NA,,0,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.027,1.03
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,53,5.47,2.91,,8.09,,1,,0,,,,,,,,0,,,,,,,,,,,0.061,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,54,4.3,3.02,,7.53,,1,,0,,,,,,,,0,,,,,,,,,,,0.05,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,55,4.1,2.41,,NA,,0,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.02,0.82
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,56,5.14,2.22,,7.65,,0,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.031,0.7
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,57,6.46,3.04,,7.1,,1,,0,,,,,,,,0,,,,,,,,,,,0.071,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,58,5.58,2.84,,6.26,,0,,1,,1,1,1,0,0,0,0,,,,,,,,,,,0.033,0.91
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,59,6.12,2.67,,7.51,,1,,0,,,,,,,,0,,,,,,,,,,,0.061,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,60,4.33,2.68,,8.3,,1,,0,,,,,,,,0,,,,,,,,,,,0.042,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,61,6.4,2.65,,9.8,,1,,0,,,,,,,,0,,,,,,,,,,,0.065,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,62,6.9,2.59,,10.79,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.081,0.79
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,63,4.89,3.39,,8.5,,1,,0,,,,,,,,0,,,,,,,,,,,0.057,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,64,6.13,2.95,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.047,0.91
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,65,5.34,3.9,,8.57,,1,,0,,,,,,,,0,,,,,,,,,,,0.072,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,66,6.18,2.45,,6.22,,1,,0,,,,,,,,0,,,,,,,,,,,0.046,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,67,4.28,2.24,,7.6,,0,,0,,,,,,,,0,,,,,,,,,,,0.033,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,68,6,3.64,,9.6,,1,,0,,,,,,,,0,,,,,,,,,,,0.071,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,69,5.62,2.55,,7.73,,1,,0,,,,,,,,0,,,,,,,,,,,0.05,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,70,4.88,3.07,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.049,0.55
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,71,5.93,2.7,,8.49,,0,,0,,,,,,,,0,,,,,,,,,,,0.058,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,72,4.38,3,,6.79,,1,,0,,,,,,,,0,,,,,,,,,,,0.04,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,73,5.03,2.22,,8.77,,1,,0,,,,,,,,0,,,,,,,,,,,0.035,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,74,5.95,3.09,,9.61,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.077,1.03
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,75,5.33,3.29,,8.21,,1,,0,,,,,,,,0,,,,,,,,,,,0.055,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,76,5.25,2.33,,10.48,,1,,1,,1,1,1,1,0,0,0,,,,,,,,,,,0.013,0.72
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,77,6.01,3.02,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.054,1.02
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,78,4.67,3.51,,7.85,,1,,0,,,,,,,,0,,,,,,,,,,,0.055,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,79,6.59,2.86,,8.56,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.056,0.99
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,80,5.32,2.56,,7.25,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.042,0.98
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,81,5.18,2.18,,8.6,,0,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.035,0.77
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,82,5.64,2.55,,7.88,,0,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.05,0.61
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,83,5,2.66,,9.53,,1,,0,,,,,,,,0,,,,,,,,,,,0.049,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,84,6.33,3,,7.47,,1,,0,,,,,,,,0,,,,,,,,,,,0.072,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,85,4.39,2.57,,7.86,,1,,0,,,,,,,,0,,,,,,,,,,,0.044,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,86,5.66,2.07,,7.33,,0,,0,,,,,,,,0,,,,,,,,,,,0.04,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,87,4.6,3.02,,9.03,,1,,0,,,,,,,,0,,,,,,,,,,,0.052,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,88,3.46,2.77,,6.09,,1,,0,,,,,,,,0,,,,,,,,,,,0.028,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,89,5.84,3.09,,NA,,0,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.038,1.12
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,90,5.21,2.65,,7.9,,1,,0,,,,,,,,0,,,,,,,,,,,0.049,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,91,5.76,2.91,,9.39,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.042,0.95
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,92,5.48,2.6,,8.06,,0,,0,,,,,,,,0,,,,,,,,,,,0.045,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,93,4.3,2.71,,7.82,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.029,0.81
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,94,4.68,3.62,,9.61,,1,,0,,,,,,,,0,,,,,,,,,,,0.062,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,95,4.97,3.37,,NA,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.032,1.22
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,96,6.52,2.91,,7.74,,0,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.053,0.91
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,97,3.77,2.64,,8.59,,1,,0,,,,,,,,0,,,,,,,,,,,0.031,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,98,6.39,3.67,,9.34,,1,,0,,,,,,,,0,,,,,,,,,,,0.081,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,99,4.15,2.07,,NA,,0,,0,,,,,,,,0,,,,,,,,,,,0.02,NA
2015,Isabela,2015_Isabela,ECR,2015_Isabela_ECR,2,100,4.47,2.01,,2.87,,1,,0,,,,,,,,0,,,,,,,,,,,0.02,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,1,7.21,3.23,,13.18,,1,,0,,,,,,,,0,,,,,,,,,,,0.105,0.86
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,2,6.55,3.4,,10.5,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.085,1.2
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,3,6.32,3.3,,10.62,,1,,0,,,,,,,,0,,,,,,,,,,,0.081,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,4,8.46,3.7,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.1,0.99
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,5,7.57,2.8,,11.56,,1,,0,,,,,,,,0,,,,,,,,,,,0.062,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,6,9.17,3.75,,NA,,1,,1,,1,1,1,1,0,0,0,,,,,,,,,,,0.08,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,7,9.29,3.61,,NA,,0,,1,,1,1,1,1,0,0,0,,,,,,,,,,,0.094,0.99
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,8,7.2,3.51,,NA,,1,,0,,,,,,,,0,,,,,,,,,,,0.096,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,9,8.41,3.18,,NA,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.089,0.89
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,10,7.86,2.71,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.083,0.76
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,11,8.66,3.96,,15.91,,1,,0,,,,,,,,0,,,,,,,,,,,0.172,0.81
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,12,8.67,3.84,,10.24,,1,,1,,1,1,1,1,1,0,0,,,,,,,,,,,0.06,1.02
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,13,8,3.38,,9.62,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.068,0.68
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,14,7.99,3.62,,12.24,,1,,0,,,,,,,,0,,,,,,,,,,,0.105,1.09
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,15,7.46,3.56,,11.96,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.097,1.1
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,16,7.54,3.45,,13.21,,1,,0,,,,,,,,0,,,,,,,,,,,0.102,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,17,5.86,3.42,,13.75,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.076,0.72
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,18,6.1,3.2,,10.76,,1,,0,,,,,,,,0,,,,,,,,,,,0.059,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,19,8.81,3.98,,12.89,,1,,1,,1,1,1,0,0,0,0,,,,,,,,,,,0.12,0.95
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,20,5.31,3.16,,NA,,1,,0,,,,,,,,0,,,,,,,,,,,0.069,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,21,7.24,3.56,,NA,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.081,0.66
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,22,8.54,3.28,,13.18,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.13,0.67
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,23,6.03,3.14,,12.44,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.073,0.92
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,24,6.93,3.48,,10.81,,1,,0,,,,,,,,0,,,,,,,,,,,0.085,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,25,7.86,3.61,,11.72,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.08,0.86
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,26,6.23,3.33,,11.22,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.079,0.76
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,27,6.19,3.37,,12.4,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.084,1.04
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,28,9.01,3.46,,12.29,,1,,0,,,,,,,,0,,,,,,,,,,,0.082,0.92
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,29,7.2,3.77,,11.22,,1,,0,,,,,,,,0,,,,,,,,,,,0.117,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,30,7.82,3.36,,11.92,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.099,0.7
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,31,7.39,3.78,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.098,1.14
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,32,8.94,4.17,,NA,,1,,1,,1,1,1,1,1,0,0,,,,,,,,,,,0.079,0.74
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,33,7.52,4.62,,NA,,1,,0,,,,,,,,0,,,,,,,,,,,0.128,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,34,5.93,3.01,,NA,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.051,0.82
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,35,6.58,2.62,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.055,0.71
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,36,5.08,2.37,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.04,0.79
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,37,6.17,2.88,,10.04,,1,,0,,,,,,,,0,,,,,,,,,,,0.06,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,38,8.46,4.76,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.133,0.87
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,39,7.22,4.27,,10.56,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.09,0.81
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,40,7.4,4.28,,NA,,1,,0,,,,,,,,0,,,,,,,,,,,0.11,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,41,4.87,3.13,,10.52,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.04,1.01
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,42,5.78,3.1,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.051,0.85
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,43,6.72,4.02,,12.92,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.087,0.76
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,44,7.42,3.77,,NA,,1,,0,,,,,,,,0,,,,,,,,,,,0.089,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,45,6.46,3.41,,12.23,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.072,0.87
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,46,9.41,3.83,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.129,1.02
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,47,7.9,3.24,,12.18,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.091,0.81
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,48,9.21,3.25,,NA,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.089,0.76
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,49,7.5,3.16,,11.91,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.076,0.85
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,50,7.77,3.38,,12.23,,1,,0,,,,,,,,0,,,,,,,,,,,0.1,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,51,6.54,3.49,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.069,0.97
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,52,6.24,3.33,,9.06,,1,,1,,1,1,1,0,0,0,0,,,,,,,,,,,0.044,0.82
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,53,7.27,3.63,,NA,,1,,1,,1,1,1,1,0,0,0,,,,,,,,,,,0.066,0.82
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,54,7.3,3.9,,12.55,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.095,1.06
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,55,6.58,3.1,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.071,0.81
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,56,6.13,3.28,,12.75,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.066,0.63
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,57,5.21,3.01,,NA,,1,,0,,,,,,,,0,,,,,,,,,,,0.047,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,58,7.18,3.09,,11.2,,1,,0,,,,,,,,0,,,,,,,,,,,0.073,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,59,7.01,3.32,,NA,,0,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.079,0.73
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,60,9.08,3.86,,13.1,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.131,0.9
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,61,7.91,4.03,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.091,0.82
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,62,7.06,2.45,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.05,0.94
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,63,7.38,3.68,,NA,,1,,0,,,,,,,,0,,,,,,,,,,,0.101,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,64,7.73,3.5,,NA,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.08,0.67
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,65,6.99,2.87,,NA,,0,,0,,,,,,,,0,,,,,,,,,,,0.064,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,66,10.07,4.09,,13.64,,1,,0,,,,,,,,0,,,,,,,,,,,0.192,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,67,7.29,3.45,,NA,,1,,0,,,,,,,,0,,,,,,,,,,,0.086,0.9
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,68,7.87,3.48,,15.15,,1,,0,,,,,,,,0,,,,,,,,,,,0.108,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,69,7.49,3.45,,12.15,,1,,0,,,,,,,,0,,,,,,,,,,,0.087,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,70,8.01,3.69,,NA,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.119,1.27
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,71,5.97,2.12,,7.9,,1,,0,,,,,,,,0,,,,,,,,,,,0.04,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,72,7.86,3.4,,NA,,0,,1,,1,1,1,0,0,0,0,,,,,,,,,,,0.058,0.79
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,73,5.29,3.4,,10.75,,1,,0,,,,,,,,0,,,,,,,,,,,0.049,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,74,6.1,3.42,,NA,,1,,0,,,,,,,,0,,,,,,,,,,,0.073,0.62
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,75,7.15,3.28,,NA,,1,,0,,,,,,,,0,,,,,,,,,,,0.088,0.81
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,76,6.7,3.28,,NA,,0,,1,,1,1,1,0,0,0,0,,,,,,,,,,,0.046,0.7
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,77,7.76,3.7,,11.52,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.095,0.85
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,78,6.69,3.34,,NA,,1,,1,,1,1,0,0,0,0,0,,,,,,,,,,,0.061,0.96
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,79,8.19,3.64,,12.63,,1,,0,,,,,,,,0,,,,,,,,,,,0.113,NA
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,80,6.38,3.6,,NA,,1,,0,,,,,,,,0,,,,,,,,,,,0.057,0.7
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,81,8.36,3.18,,NA,,1,,1,,1,0,0,0,0,0,0,,,,,,,,,,,0.101,1.34
2015,Santa.Cruz,2015_Santa.Cruz,EG,2015_Santa.Cruz_EG,1,82,6.82,3.25,,11.75,,1,,0,,,,,,,,0,,,,,,,,,,,0.075,NA
